transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,user_transaction_frequency,user_total_spending,user_avg_transaction,user_expense_ratio,year,month,day_of_week,is_weekend,amount_category
T05723,U146,,Expense,Food,889.0,Bank Transfer,,Uber to office,79,1601411.0,20271.025316455696,0.8860759493670886,,,,0,Large
T01337,U017,2022-04-29,Income,Salary,70599.0,Bank Transfer,hyderabad,Doctor visit,71,735301.0,10356.352112676057,0.8309859154929577,2022.0,4.0,4.0,0,Extreme
T13822,U001,2022-09-19,Expense,Others,45.0,Bank Transfer,Hyderabad,FAc8Majts3PYDisN6R,90,1350099.0,15001.1,0.7555555555555555,2022.0,9.0,0.0,0,Small
T11618,U041,2019-12-23,Expense,Rent,44.0,Card,Bengaluru,Course fee via app,79,1892404.0,23954.481012658227,0.8354430379746836,2019.0,12.0,0.0,0,Small
T08831,U123,2019-09-16,Income,Salary,38055.0,Cash,Delhi,Paid electricity bill,80,1173832.0,14672.9,0.75,2019.0,9.0,0.0,0,Extreme
T12987,U189,2022-04-23,Expense,Food,272.0,Cash,Chennai,Grocery shopping,90,967555.0,10750.611111111111,0.8444444444444444,2022.0,4.0,5.0,1,Medium
T05611,U086,2021-02-24,Expense,Food,50.0,Cash,Hyderabad,,92,773273.0,8405.141304347826,0.8695652173913043,2021.0,2.0,2.0,0,Small
T01433,U185,2019-01-13,Expense,Rent,1658.0,Card,Kolkata,Grocery shopping,79,953991.0,12075.835443037975,0.8227848101265823,2019.0,1.0,6.0,1,Very Large
T13333,U123,2020-03-06,Expense,Rent,283.0,Bank Transfer,Jaipur,Doctor visit,80,1173832.0,14672.9,0.75,2020.0,3.0,4.0,0,Medium
T12557,U150,2021-02-01,Expense,Utilities,107.0,UPI,Kolkata,Course fee,84,1827844.0,21760.04761904762,0.8452380952380952,2021.0,2.0,0.0,0,Medium
T13538,U180,2019-09-07,Expense,Rent,328.0,Bank Transfer,Pune,Dinner at resto,74,424371.0,5734.743243243243,0.9054054054054054,2019.0,9.0,5.0,1,Medium
T05715,U072,2022-07-23,Expense,Travel,946.0,UPI,Delhi,Netflix subscription,74,1269815.0,17159.662162162163,0.7027027027027027,2022.0,7.0,5.0,1,Large
T08149,U039,2019-10-17,Expense,Education,115.0,Bank Transfer,Kolkata,Salary,86,1017618.0,11832.767441860466,0.8255813953488372,2019.0,10.0,3.0,0,Medium
T12964,U078,2021-11-23,Expense,Rent,2270.0,Cash,Jaipur,Doctor visit,77,1738299.0,22575.31168831169,0.8441558441558441,2021.0,11.0,1.0,0,Very Large
T01059,U072,2022-07-14,Expense,Education,159.0,Card,Delhi,Uber to office ,74,1269815.0,17159.662162162163,0.7027027027027027,2022.0,7.0,3.0,0,Medium
T01725,U180,2021-02-03,Expense,Savings,954.0,UPI,Pune,Uber to office,74,424371.0,5734.743243243243,0.9054054054054054,2021.0,2.0,2.0,0,Large
T00636,U190,2022-11-15,Expense,Food,1109.0,Card,Ahmedabad,8cH8b8te9xxYa,89,967567.0,10871.539325842698,0.8314606741573034,2022.0,11.0,1.0,0,Very Large
T08394,U095,2021-08-16,Expense,Rent,1109.0,Card,Lucknow,Uber to office,71,423895.0,5970.352112676056,0.9154929577464789,2021.0,8.0,0.0,0,Very Large
T05688,U171,2021-07-14,Expense,Food,225.0,UPI,Lucknow,Netflix subscription,94,1195708.0,12720.297872340425,0.8085106382978723,2021.0,7.0,2.0,0,Medium
T00513,U062,2020-03-31,Expense,Rent,376.0,UPI,Ahmedabad,Grocery shopping late,89,864742.0,9716.202247191011,0.8539325842696629,2020.0,3.0,1.0,0,Medium
T12591,U007,2020-07-07,Expense,Savings,233.0,UPI,Lucknow,Dinner at resto,80,2898917.0,36236.4625,0.8375,2020.0,7.0,1.0,0,Medium
T06989,U089,2021-11-09,Expense,Rent,2028.0,Cash,Pune,Monthly rent late,84,1037927.0,12356.27380952381,0.7976190476190477,2021.0,11.0,1.0,0,Very Large
T02687,U138,2019-08-05,Expense,Rent,108.0,Card,Jaipur,Monthly rent,72,458637.0,6369.958333333333,0.8888888888888888,2019.0,8.0,0.0,0,Medium
T05284,U175,2020-09-25,Income,Salary,80297.0,Cash,Bengaluru,Netflix subscription,91,927811.0,10195.725274725275,0.8681318681318682,2020.0,9.0,4.0,0,Extreme
T07158,U048,2020-12-22,Expense,Food,511.0,Cash,Chennai,Monthly rent,83,422977.0,5096.108433734939,0.927710843373494,2020.0,12.0,1.0,0,Large
T12500,U139,2022-10-01,Expense,Rent,238.0,Bank Transfer,Jaipur,,92,427525.0,4647.010869565217,0.9239130434782609,2022.0,10.0,5.0,1,Medium
T12160,U184,2019-10-03,Income,Other Income,68098.0,UPI,Ahmedabad,,80,913167.0,11414.5875,0.825,2019.0,10.0,3.0,0,Extreme
T13245,U174,2019-10-25,Expense,Food,314.0,UPI,CHENNAI,Uber to office ,76,1061923.0,13972.671052631578,0.7894736842105263,2019.0,10.0,4.0,0,Medium
T02437,U115,2022-06-27,Expense,Rent,1079.0,Bank Transfer,Ahmedabad,Dinner at resto late,92,951395.0,10341.25,0.8369565217391305,2022.0,6.0,0.0,0,Very Large
T06948,U123,2019-10-19,Income,Other Income,48600.0,Card,Bengaluru,,80,1173832.0,14672.9,0.75,2019.0,10.0,5.0,1,Extreme
T08509,U059,2020-03-17,Expense,Rent,268.0,Card,Bengaluru,Monthly rent,83,1297225.0,15629.216867469879,0.9518072289156626,2020.0,3.0,1.0,0,Medium
T14732,U093,2019-09-22,Income,Salary,58949.0,Card,Hyderabad,Course fee,81,867740.0,10712.839506172839,0.8271604938271605,2019.0,9.0,6.0,1,Extreme
T00961,U033,2020-03-24,Expense,Rent,2384.0,Cash,KOLKATA,Paid electricity bill cash,86,1653293.0,19224.337209302324,0.8953488372093024,2020.0,3.0,1.0,0,Very Large
T04670,U014,2019-03-25,Expense,Utilities,341.0,Cash,Lucknow,Gift,91,488139.0,5364.1648351648355,0.9120879120879121,2019.0,3.0,0.0,0,Medium
T08800,U157,2021-07-17,Expense,Rent,1474.0,Cash,Hyderabad,Netflix subscription,67,996520.0,14873.432835820895,0.7761194029850746,2021.0,7.0,5.0,1,Very Large
T05658,U117,2022-10-04,Expense,Food,423.0,UPI,Pune,Salary,93,1848899.0,19880.63440860215,0.8602150537634409,2022.0,10.0,1.0,0,Medium
T01432,U057,2019-11-03,Income,Other Inncome,72940.0,Cash,Kolkata,Doctor visit,91,863054.0,9484.10989010989,0.8571428571428571,2019.0,11.0,6.0,1,Extreme
T11715,U109,2019-07-01,Expense,Food,377.0,Card,Chennai,Grocery shopping,70,815514.0,11650.2,0.8285714285714286,2019.0,7.0,0.0,0,Medium
T11626,U050,2019-02-13,Expense,Savings,6393.0,Card,lucknow,Paid electricity bill via app,77,604372.0,7848.987012987013,0.8961038961038961,2019.0,2.0,2.0,0,Extreme
T02427,U032,2022-10-13,Income,Salary,51965.0,Cash,Hyderabad,Gift,63,2346976.0,37253.5873015873,0.9206349206349206,2022.0,10.0,3.0,0,Extreme
T04220,U031,2022-08-08,Expense,Rent,420.0,Unknown,HYDERABAD,Paid electricity bill,88,763011.0,8670.579545454546,0.875,2022.0,8.0,0.0,0,Medium
T04208,U101,2021-04-04,Expense,Food,1333.0,Card,Hyderabad,Course fee,87,779929.0,8964.701149425287,0.8620689655172413,2021.0,4.0,6.0,1,Very Large
T05577,U118,2020-01-20,Expense,Rent,260.0,Bank Transfer,Chennai,Dinner at resto,88,829814.0,9429.704545454546,0.8522727272727273,2020.0,1.0,0.0,0,Medium
T03402,U079,2019-03-12,Expense,Food,1315.0,Card,Bengaluru,Uber to office ,82,706444.0,8615.170731707318,0.8536585365853658,2019.0,3.0,1.0,0,Very Large
T06357,U098,2022-05-26,Expense,Food,1017.0,UPI,Bengaluru,Grocery shopping,75,519965.0,6932.866666666667,0.8933333333333333,2022.0,5.0,3.0,0,Very Large
T00892,U014,2021-02-05,Expense,Savings,436.0,Card,Bengaluru,,91,488139.0,5364.1648351648355,0.9120879120879121,2021.0,2.0,4.0,0,Medium
T10215,U088,2021-07-08,Expense,Entertainment,4299.0,Cash,Chennai,Gift,84,1048301.0,12479.77380952381,0.7976190476190477,2021.0,7.0,3.0,0,Very Large
T14414,U099,2022-10-14,Expense,Education,2338.0,Bank Transfer,Lucknow,Doctor visit,75,438922.0,5852.293333333333,0.92,2022.0,10.0,4.0,0,Very Large
T01622,U073,2022-06-01,Expense,Food,74.0,Card,Hyderabad,Dinner at resto,93,1064939.0,11450.956989247312,0.7956989247311828,2022.0,6.0,2.0,0,Small
T05194,U176,2019-02-27,Income,Other Income,85604.0,UPI,Mumbai,Uber to office via app,84,2161513.0,25732.29761904762,0.7976190476190477,2019.0,2.0,2.0,0,Extreme
T08386,U029,2021-03-28,Expense,Food,227.0,Bank Transfer,Jaipur,Paid electricity bill,84,1573128.0,18727.714285714286,0.9047619047619048,2021.0,3.0,6.0,1,Medium
T01605,U091,2020-04-19,Expense,Fodo,318.0,UPI,Hyderabad,Monthly rent,90,700274.0,7780.822222222222,0.8666666666666667,2020.0,4.0,6.0,1,Medium
T13913,U083,2019-05-31,Expense,Food,110.0,UPI,Hyderabad,Monthly rent,90,779020.0,8655.777777777777,0.8555555555555555,2019.0,5.0,4.0,0,Medium
T08308,U076,2019-11-27,Expense,Travel,33.0,Card,ahmedabad,o6y9bmIpeKgEE5X7B2E1,86,827533.0,9622.476744186046,0.8488372093023255,2019.0,11.0,2.0,0,Small
T05127,U013,2020-02-04,Income,Salary,66088.0,Unknown,Lucknow,,77,846988.0,10999.844155844155,0.8181818181818182,2020.0,2.0,1.0,0,Extreme
T12928,U069,2022-12-02,Expense,Rent,2720.0,Bank Transfer,Pune,Netflix subscription,83,1082186.0,13038.385542168675,0.7951807228915663,2022.0,12.0,4.0,0,Very Large
T02043,U064,2021-06-02,Expense,Food,1553.0,Card,Chennai,Salary,82,913618.0,11141.682926829268,0.8414634146341463,2021.0,6.0,2.0,0,Very Large
T07755,U027,2020-04-11,Expense,Entertainment,20117.0,Cash,Hyderabad,Doctor visit,81,1022708.0,12626.024691358025,0.8024691358024691,2020.0,4.0,5.0,1,Extreme
T04018,U044,2022-11-25,Income,Salary,77761.0,Cash,Chennai,Grocery shopping,89,838174.0,9417.685393258427,0.8651685393258427,2022.0,11.0,4.0,0,Extreme
T00335,U173,2019-12-18,Income,Bonus,56532.0,Cash,Hyderabad,,76,520578.0,6849.710526315789,0.8947368421052632,2019.0,12.0,2.0,0,Extreme
T13057,U036,2020-02-09,Income,Salary,82873.0,Bank Transfer,Pune,Dinner at resto,84,719571.0,8566.32142857143,0.8571428571428571,2020.0,2.0,6.0,1,Extreme
T00652,U020,2022-01-07,Expense,Food,120.0,UPI,Ahmedabad,,101,1108349.0,10973.752475247526,0.8316831683168316,2022.0,1.0,4.0,0,Medium
T02389,U050,2022-01-12,Expense,Entertainment,456.0,Bank Transfer,pune,Course fee,77,604372.0,7848.987012987013,0.8961038961038961,2022.0,1.0,2.0,0,Medium
T02195,U152,2019-03-09,Expense,Utilities,355.0,Cash,kolkata,,69,1485361.0,21526.971014492752,0.8695652173913043,2019.0,3.0,5.0,1,Medium
T08417,U024,2020-04-18,Expense,Food,1263.0,Cardd,Jaipur,Doctor visit,77,1154073.0,14987.961038961039,0.7922077922077922,2020.0,4.0,5.0,1,Very Large
T03594,U022,2022-10-31,Income,Other Income,49608.0,UPI,Chennai,Course fee,70,828855.0,11840.785714285714,0.7857142857142857,2022.0,10.0,0.0,0,Extreme
T12246,U052,2021-01-11,Expense,Rent,773.0,Bank Transfer,Hyderabad,eWrMW9bNMQxu,61,475036.0,7787.475409836065,0.8688524590163934,2021.0,1.0,0.0,0,Large
T07821,U011,2020-05-30,Income,Other Income,40554.0,Cash,delhi,Dinner at resto late,78,1729697.0,22175.602564102563,0.8461538461538461,2020.0,5.0,5.0,1,Extreme
T06068,U049,2019-04-13,Expense,Travel,1636.0,Bank Transfer,Lucknow,Monthly rent,85,1849556.0,21759.482352941177,0.8352941176470589,2019.0,4.0,5.0,1,Very Large
T05286,U137,2022-10-07,Expense,Others,277.0,UPI,Hyderabad,Netflix subscription,70,436102.0,6230.028571428571,0.9,2022.0,10.0,4.0,0,Medium
T14120,U055,2020-08-18,Expense,Food,1621.0,Card,chennai,Grocery shopping,94,721339.0,7673.81914893617,0.8723404255319149,2020.0,8.0,1.0,0,Very Large
T02845,U010,2019-01-11,Expense,Travel,172.0,Cash,Bengaluru,Paid electricity bill,86,850519.0,9889.755813953489,0.8372093023255814,2019.0,1.0,4.0,0,Medium
T03492,U135,2021-02-08,Expense,Food,259.0,Bank Transfer,pune,Doctor visit,76,663782.0,8733.973684210527,0.8421052631578947,2021.0,2.0,0.0,0,Medium
T11341,U120,2019-10-03,Expense,Utilities,1165.0,Cash,Pune,Monthly rent via app,67,545548.0,8142.507462686567,0.8656716417910447,2019.0,10.0,3.0,0,Very Large
T06360,U087,2020-02-07,Expense,Rent,407.0,UPI,Lucknow,Netflix subscription,84,517861.0,6165.011904761905,0.9047619047619048,2020.0,2.0,4.0,0,Medium
T00801,U111,2022-05-06,Income,Salary,41039.0,Cah,Delhi,Gift,77,1709254.0,22198.103896103898,0.8441558441558441,2022.0,5.0,4.0,0,Extreme
T07257,U091,2022-12-01,Expense,Entertainment,606.0,Cash,Jaipur,Grocery shopping late,90,700274.0,7780.822222222222,0.8666666666666667,2022.0,12.0,3.0,0,Large
T02002,U104,2022-05-08,Expense,Rent,308.0,Cash,Jaipur,Salary,71,802359.0,11300.830985915492,0.8450704225352113,2022.0,5.0,6.0,1,Medium
T13321,U062,2020-11-17,Expense,Savings,1954.0,Card,Hyderabad,Paid electricity bill,89,864742.0,9716.202247191011,0.8539325842696629,2020.0,11.0,1.0,0,Very Large
T09380,U075,2021-04-27,Expense,Utilities,-716.0,UPI,Jaipur,Grocery shopping late,83,816013.0,9831.481927710844,0.8313253012048193,2021.0,4.0,1.0,0,
T12669,U039,2022-05-23,Expense,Rent,1250.0,Card,Hyderabad,Salary via app,86,1017618.0,11832.767441860466,0.8255813953488372,2022.0,5.0,0.0,0,Very Large
T09120,U037,2021-07-04,Income,Other Income,72844.0,Bank Transfer,Mumbai,Netflix subscription ,71,765590.0,10782.957746478873,0.8309859154929577,2021.0,7.0,6.0,1,Extreme
T01310,U052,2021-09-04,Expense,Rent,502.0,Card,Lucknow,Doctor visit,61,475036.0,7787.475409836065,0.8688524590163934,2021.0,9.0,5.0,1,Large
T08155,U143,2019-11-30,Expense,Utilities,233.0,Bank Transfer,Mumbai,Uber to office,90,876727.0,9741.41111111111,0.8555555555555555,2019.0,11.0,5.0,1,Medium
T01352,U143,2020-10-05,Expense,Entertainment,573.0,Bank Transfer,Ahmedabad,Doctor visit ,90,876727.0,9741.41111111111,0.8555555555555555,2020.0,10.0,0.0,0,Large
T10397,U010,2020-12-18,Income,Other Income,37809.0,Card,Jaipur,Netflix subscription,86,850519.0,9889.755813953489,0.8372093023255814,2020.0,12.0,4.0,0,Extreme
T09070,U046,2021-12-29,Expense,Savings,67.0,UPI,Chennai,Paid electricity bill via app,77,1657066.0,21520.33766233766,0.8831168831168831,2021.0,12.0,2.0,0,Small
T02502,U143,2022-04-04,Income,Salary,84944.0,Card,Delhi,Monthly rent,90,876727.0,9741.41111111111,0.8555555555555555,2022.0,4.0,0.0,0,Extreme
T08404,U043,2022-01-14,Expense,Savings,4098.0,Cash,Bengaluru,Paid electricity bill,72,1781791.0,24747.097222222223,0.8194444444444444,2022.0,1.0,4.0,0,Very Large
T14857,U084,2022-11-30,Income,Bonus,54536.0,Card,Lucknow,Gift late,83,559797.0,6744.542168674699,0.9036144578313253,2022.0,11.0,2.0,0,Extreme
T04120,U137,2021-05-15,Expense,Food,3889.0,UPI,Hyderabad,Monthly rent,70,436102.0,6230.028571428571,0.9,2021.0,5.0,5.0,1,Very Large
T13042,U087,2019-11-29,Income,Bonus,71123.0,Card,Pune,,84,517861.0,6165.011904761905,0.9047619047619048,2019.0,11.0,4.0,0,Extreme
T14154,U137,2020-08-24,Expense,Food,367.0,Bank Transfer,Mumbai,,70,436102.0,6230.028571428571,0.9,2020.0,8.0,0.0,0,Medium
T02575,U177,2019-10-14,Expense,Rent,301.0,UPI,Chennai,,89,738071.0,8292.932584269663,0.8764044943820225,2019.0,10.0,0.0,0,Medium
T10087,U100,2019-07-16,Expense,Others,144.0,UPI,Lucknow,Course fee ,83,1736496.0,20921.63855421687,0.8674698795180723,2019.0,7.0,1.0,0,Medium
T05517,U111,2019-12-07,Expense,Travel,564.0,Card,Pune,Gift late,77,1709254.0,22198.103896103898,0.8441558441558441,2019.0,12.0,5.0,1,Large
T09173,U003,2019-12-29,Expense,Rent,527.0,UPI,Chennai,Doctor visit via app,84,1097724.0,13068.142857142857,0.7976190476190477,2019.0,12.0,6.0,1,Large
T10464,U113,2020-05-25,Income,Other Income,58229.0,Cash,Pune,Dinner at resto,82,654953.0,7987.231707317073,0.8658536585365854,2020.0,5.0,0.0,0,Extreme
T04123,U061,2022-04-25,Expense,Food,173.0,UPI,Delhi,Uber to office late,88,711061.0,8080.238636363636,0.8636363636363636,2022.0,4.0,0.0,0,Medium
T09015,U111,2021-03-18,Expense,Entertainment,482.0,Bank Transfer,Hyderabad,Grocery shopping cash,77,1709254.0,22198.103896103898,0.8441558441558441,2021.0,3.0,3.0,0,Medium
T06497,U151,2021-05-29,Expense,Travel,915.0,Unknown,CHENNAI,Grocery shopping,73,713319.0,9771.493150684932,0.8356164383561644,2021.0,5.0,5.0,1,Large
T10519,U160,2022-03-19,Expense,Entertainment,55.0,UPI,Mumbai,Grocery shopping,85,1668734.0,19632.164705882355,0.8705882352941177,2022.0,3.0,5.0,1,Small
T13629,U081,2019-09-04,Expense,Food,868.0,Cash,,Uber to office,84,1283163.0,15275.75,0.7857142857142857,2019.0,9.0,2.0,0,Large
T12318,U090,2020-01-12,Expense,Rent,197.0,Card,Kolkata,Gift,101,1018641.0,10085.554455445545,0.8316831683168316,2020.0,1.0,6.0,1,Medium
T12898,U106,2020-09-01,Expense,Travel,1740.0,UPI,Jaipur,Paid electricity bill,93,799374.0,8595.41935483871,0.8602150537634409,2020.0,9.0,1.0,0,Very Large
T09662,U073,2020-01-23,Expense,Utilities,581.0,Cash,Mumbai,Course fee,93,1064939.0,11450.956989247312,0.7956989247311828,2020.0,1.0,3.0,0,Large
T02698,U001,2020-01-16,Income,Salary,44962.0,Card,Pune,,90,1350099.0,15001.1,0.7555555555555555,2020.0,1.0,3.0,0,Extreme
T01423,U173,2021-02-27,Expense,Food,405.0,Bank Transfer,Bengaluru,,76,520578.0,6849.710526315789,0.8947368421052632,2021.0,2.0,5.0,1,Medium
T00049,U168,2019-12-20,Expense,Rent,327.0,Bank Transfer,Lucknow,Paid electricity bill,76,996864.0,13116.631578947368,0.8026315789473685,2019.0,12.0,4.0,0,Medium
T11200,U063,2019-12-17,Expense,Food,751.0,Bank Transfer,Chennai,Gift via app,77,510029.0,6623.7532467532465,0.9090909090909091,2019.0,12.0,1.0,0,Large
T04221,U019,2020-12-20,Expense,Rent,1411.0,UPI,Jaipur,,72,709321.0,9851.680555555555,0.8472222222222222,2020.0,12.0,6.0,1,Very Large
T10408,U003,2021-08-18,Expense,Rent,805.0,Bank Transfer,Kolkata,Monthly rent,84,1097724.0,13068.142857142857,0.7976190476190477,2021.0,8.0,2.0,0,Large
T04300,U005,2020-12-20,Expense,Food,353.0,Card,Ahmedabad,Doctor visit,79,761948.0,9644.911392405063,0.8607594936708861,2020.0,12.0,6.0,1,Medium
T12826,U038,2020-03-06,Expense,Travel,199.0,Card,Hyderabad,Uber to office,84,670888.0,7986.761904761905,0.8809523809523809,2020.0,3.0,4.0,0,Medium
T00417,U064,2019-08-13,Expense,Food,81.0,Card,Ahmedabad,Doctor visit,82,913618.0,11141.682926829268,0.8414634146341463,2019.0,8.0,1.0,0,Small
T00694,U099,2020-03-02,Expense,Health,134.0,UPI,Lucknow,Gift cash,75,438922.0,5852.293333333333,0.92,2020.0,3.0,0.0,0,Medium
T02459,U084,2020-06-17,Expense,Travel,326.0,Cash,Ahmedabad,Course fee ,83,559797.0,6744.542168674699,0.9036144578313253,2020.0,6.0,2.0,0,Medium
T01426,U019,2021-11-13,Expense,Rent,224.0,Unknown,Kolkata,Grocery shopping,72,709321.0,9851.680555555555,0.8472222222222222,2021.0,11.0,5.0,1,Medium
T12149,U161,2020-11-25,Expense,Food,1213.0,UPI,Hyderabad,Paid electricity bill ,83,1074757.0,12948.87951807229,0.8192771084337349,2020.0,11.0,2.0,0,Very Large
T14569,U047,2020-08-12,Income,Salary,55968.0,Bank Transfer,Chennai,Ir2rUxNDxxgIrUTkx,91,1310180.0,14397.582417582418,0.7802197802197802,2020.0,8.0,2.0,0,Extreme
T07739,U100,2019-05-15,Expense,Savings,120.0,Cash,Lucknow,Dinner at resto,83,1736496.0,20921.63855421687,0.8674698795180723,2019.0,5.0,2.0,0,Medium
T10477,U130,2021-02-23,Expense,Travel,439.0,Card,Pune,JcRW6NJqROWLvbQ3j1sX,91,2031440.0,22323.516483516483,0.8241758241758241,2021.0,2.0,1.0,0,Medium
T04969,U064,2021-06-11,Expense,Rent,718.0,UPI,Kolkata,Uber to office,82,913618.0,11141.682926829268,0.8414634146341463,2021.0,6.0,4.0,0,Large
T07901,U062,2020-03-28,Expense,Travel,947.0,Bank Transfer,Kolkata,Netflix subscription,89,864742.0,9716.202247191011,0.8539325842696629,2020.0,3.0,5.0,1,Large
T02139,U186,2022-07-21,Expense,Health,1539.0,Cash,Kolkata,Grocery shopping,81,1580104.0,19507.456790123455,0.8888888888888888,2022.0,7.0,3.0,0,Very Large
T10926,U141,2019-02-07,Income,Other Income,60472.0,Bank Transfer,mumbai,Gift ,100,1907915.0,19079.15,0.84,2019.0,2.0,3.0,0,Extreme
T03009,U103,2019-11-26,Income,Other Income,57860.0,Bank Transfer,Mumbai,KPFOm8pqfpqkbz,89,980664.0,11018.696629213484,0.8314606741573034,2019.0,11.0,1.0,0,Extreme
T13082,U064,2020-08-06,Expense,Food,320.0,Card,Pune,Doctor visit,82,913618.0,11141.682926829268,0.8414634146341463,2020.0,8.0,3.0,0,Medium
T04113,U099,2020-11-30,Expense,Food,184.0,Cash,Mumbai,Uber to office cash,75,438922.0,5852.293333333333,0.92,2020.0,11.0,0.0,0,Medium
T02764,U129,2019-02-26,Expense,Food,1851.0,Card,Jaipur,Monthly rent,81,537492.0,6635.7037037037035,0.8888888888888888,2019.0,2.0,1.0,0,Very Large
T07623,U107,2020-10-15,Expense,Rent,1014.0,Bank Transfer,Delhi,Monthly rent,76,1663482.0,21887.92105263158,0.868421052631579,2020.0,10.0,3.0,0,Very Large
T10299,U111,2020-09-26,Expense,Food,395.0,Cash,Lucknow,Grocery shopping,77,1709254.0,22198.103896103898,0.8441558441558441,2020.0,9.0,5.0,1,Medium
T08796,U058,2020-01-24,Expense,Rent,224.0,UPI,Bengaluru,,75,755303.0,10070.706666666667,0.84,2020.0,1.0,4.0,0,Medium
T11093,U062,2022-05-30,Expense,Food,184.0,Card,Bengaluru,Dinner at resto,89,864742.0,9716.202247191011,0.8539325842696629,2022.0,5.0,0.0,0,Medium
T11176,U150,2022-03-29,Expense,Rent,55.0,Cash,Mumbai,Paid electricity bill via app,84,1827844.0,21760.04761904762,0.8452380952380952,2022.0,3.0,1.0,0,Small
T01472,U129,2022-07-22,Expense,Food,3394.0,Cash,Lucknow,Salary,81,537492.0,6635.7037037037035,0.8888888888888888,2022.0,7.0,4.0,0,Very Large
T14416,U086,2020-10-30,Expense,Travel,303.0,Cash,Lucknow,Monthly rent via app,92,773273.0,8405.141304347826,0.8695652173913043,2020.0,10.0,4.0,0,Medium
T08604,U190,2022-07-08,Expense,Rent,31.0,UPI,Delhi,Course fee ,89,967567.0,10871.539325842698,0.8314606741573034,2022.0,7.0,4.0,0,Small
T14007,U133,2019-04-05,Income,Other Income,63516.0,Card,Chennai,Uber to office,69,973172.0,14103.942028985508,0.7681159420289855,2019.0,4.0,4.0,0,Extreme
T06580,U058,2019-03-17,Income,,63006.0,Cash,Bengaluru,,75,755303.0,10070.706666666667,0.84,2019.0,3.0,6.0,1,Extreme
T09873,U027,2021-03-04,Income,Other Income,52018.0,Cash,Chennai,Gift ,81,1022708.0,12626.024691358025,0.8024691358024691,2021.0,3.0,3.0,0,Extreme
T04399,U074,2019-05-09,Expense,Entertainment,377.0,Cash,Hyderabad,Doctor visit,93,844962.0,9085.612903225807,0.8709677419354839,2019.0,5.0,3.0,0,Medium
T03136,U053,2019-02-27,Expense,Ren,167.0,Cash,Chennai,Netflix subscription via app,87,1164343.0,13383.252873563219,0.7931034482758621,2019.0,2.0,2.0,0,Medium
T01578,U056,2020-09-30,Expense,Education,210.0,Bank Transfer,Hyderabad,Salary,83,661119.0,7965.289156626506,0.891566265060241,2020.0,9.0,2.0,0,Medium
T14005,U149,2021-01-20,Income,Bonus,77741.0,Bank Transfer,Kolkata,Grocery shopping via app,96,1068688.0,11132.166666666666,0.8229166666666666,2021.0,1.0,2.0,0,Extreme
T14373,U140,2020-04-23,Expense,Rent,322.0,Bank Transfer,Chennai,Gift,76,770423.0,10137.144736842105,0.8552631578947368,2020.0,4.0,3.0,0,Medium
T13857,U001,2021-04-28,Income,Bonus,72610.0,Cash,Jaipur,Salary,90,1350099.0,15001.1,0.7555555555555555,2021.0,4.0,2.0,0,Extreme
T08126,U030,2022-08-22,Expense,Utilities,305.0,Cash,Kolkata,Paid electricity bill,79,565507.0,7158.316455696203,0.8860759493670886,2022.0,8.0,0.0,0,Medium
T14646,U087,,Expense,Food,615.0,Bank Transfer,hyderabad,Monthly rent,84,517861.0,6165.011904761905,0.9047619047619048,,,,0,Large
T08588,U097,2022-03-09,Expense,Education,835.0,Bank Transfer,Hyderabad,Monthly rent,80,998783.0,12484.7875,0.8125,2022.0,3.0,2.0,0,Large
T14774,U181,2022-01-13,Income,Other Income,69271.0,UPI,Hyderabad,Netflix subscription,89,955284.0,10733.52808988764,0.8314606741573034,2022.0,1.0,3.0,0,Extreme
T03777,U024,2022-07-26,Expense,Food,5478.0,Bank Transfer,Hyderabad,Uber to office,77,1154073.0,14987.961038961039,0.7922077922077922,2022.0,7.0,1.0,0,Extreme
T10237,U184,2022-11-27,Expense,Food,341.0,UPI,Ahmedabad,Monthly rent,80,913167.0,11414.5875,0.825,2022.0,11.0,6.0,1,Medium
T13877,U092,2019-01-02,Expense,Travel,379.0,Cash,Chennai,,75,1581118.0,21081.573333333334,0.88,2019.0,1.0,2.0,0,Medium
T00105,U079,2019-04-21,Income,Other Income,51348.0,UPI,Mumbai,Grocery shopping,82,706444.0,8615.170731707318,0.8536585365853658,2019.0,4.0,6.0,1,Extreme
T10161,U136,2020-07-22,Expense,Food,234.0,Bank Transfer,Ahmedabad,Monthly rent,64,1732686.0,27073.21875,0.828125,2020.0,7.0,2.0,0,Medium
T00183,U173,2020-12-02,Expense,Savings,167.0,Bank Transfer,Mumbai,Netflix subscription ,76,520578.0,6849.710526315789,0.8947368421052632,2020.0,12.0,2.0,0,Medium
T04689,U097,2019-11-17,Expense,Rent,6321.0,UPI,Pune,Gift,80,998783.0,12484.7875,0.8125,2019.0,11.0,6.0,1,Extreme
T08017,U063,2021-09-14,Expense,Travel,2193.0,Cash,PUNE,Gift,77,510029.0,6623.7532467532465,0.9090909090909091,2021.0,9.0,1.0,0,Very Large
T00881,U060,2020-01-16,Expense,Rent,1742.0,Cash,Pune,Monthly rent,80,756267.0,9453.3375,0.85,2020.0,1.0,3.0,0,Very Large
T06641,U004,2022-05-17,Expense,Others,103.0,UPI,Chennai,,61,590155.0,9674.672131147541,0.8524590163934426,2022.0,5.0,1.0,0,Medium
